Timestamp,X,Y,Z
26-Jul-2023 13:28:04.604,-7.615956,-4.472369,-4.48434
26-Jul-2023 13:28:04.684,-7.635109,-4.455609,-4.481946
26-Jul-2023 13:28:04.764,-7.627927,-4.465186,-4.469975
26-Jul-2023 13:28:04.844,-7.620744,-4.465186,-4.458004
26-Jul-2023 13:28:04.924,-7.625533,-4.479551,-4.469975
26-Jul-2023 13:28:05.004,-7.635109,-4.481946,-4.498705
26-Jul-2023 13:28:05.084,-7.611167,-4.469975,-4.434062
26-Jul-2023 13:28:05.164,-7.592013,-4.469975,-4.434062
26-Jul-2023 13:28:05.244,-7.563283,-4.422091,-4.419696
26-Jul-2023 13:28:05.324,-7.69257,-4.498705,-4.501099
26-Jul-2023 13:28:05.404,-7.704541,-4.48434,-4.520253
26-Jul-2023 13:28:05.484,-7.702147,-4.479551,-4.46758
26-Jul-2023 13:28:05.564,-7.699753,-4.565742,-4.405331
26-Jul-2023 13:28:05.644,-7.520187,-4.639963,-4.426879
26-Jul-2023 13:28:05.724,-7.565677,-4.905719,-4.388572
26-Jul-2023 13:28:05.804,-8.003817,-4.982334,-4.781221
26-Jul-2023 13:28:05.884,-8.808268,-5.74369,-4.630386
26-Jul-2023 13:28:05.964,-8.66701,-7.046135,-3.754108
26-Jul-2023 13:28:06.044,-8.226477,-7.326257,-2.439692
26-Jul-2023 13:28:06.124,-6.105214,-7.40766,-1.228225
26-Jul-2023 13:28:06.204,-3.711013,-7.331046,-1.786075
26-Jul-2023 13:28:06.284,-2.41575,-9.052477,-0.806846
26-Jul-2023 13:28:06.364,-4.158728,-11.32218,-1.417367
26-Jul-2023 13:28:06.444,-0.198719,-11.343728,0.423774
26-Jul-2023 13:28:06.524,-0.847547,-5.281609,2.109292
26-Jul-2023 13:28:06.604,-1.489193,-8.355764,0.770933
26-Jul-2023 13:28:06.684,-2.707842,-5.932832,1.491588
26-Jul-2023 13:28:06.764,-5.590461,-8.726865,0.222661
26-Jul-2023 13:28:06.844,-4.982334,-10.623073,1.58975
26-Jul-2023 13:28:06.924,-4.649539,-17.424999,2.097321
26-Jul-2023 13:28:07.004,5.176264,-9.528923,-3.62961
26-Jul-2023 13:28:07.084,-0.852336,-10.496181,-2.693477
26-Jul-2023 13:28:07.164,0.957681,-9.67018,-1.383849
26-Jul-2023 13:28:07.244,-1.73819,-8.78672,-1.881842
26-Jul-2023 13:28:07.324,-0.529119,-9.962274,-2.202666
26-Jul-2023 13:28:07.404,-2.015918,-9.062054,-1.345541
26-Jul-2023 13:28:07.484,-3.356671,-10.821792,-0.64404
26-Jul-2023 13:28:07.564,-0.038307,-12.13142,-0.852336
26-Jul-2023 13:28:07.644,-1.872266,-7.824251,-1.151611
26-Jul-2023 13:28:07.724,-2.3535,-12.088325,-2.726996
26-Jul-2023 13:28:07.804,-6.418855,-8.932767,0.567426
26-Jul-2023 13:28:07.884,0.572214,-7.675811,-3.25372
26-Jul-2023 13:28:07.964,0.476446,-7.515399,-1.33357
26-Jul-2023 13:28:08.044,-2.528277,-9.334992,2.240973
26-Jul-2023 13:28:08.124,-0.92895,-3.157952,-0.387861
26-Jul-2023 13:28:08.204,-2.410961,-11.662156,-2.851494
26-Jul-2023 13:28:08.284,0.076614,-9.179369,-2.300828
26-Jul-2023 13:28:08.364,0.677559,-10.271125,-0.950498
26-Jul-2023 13:28:08.444,2.511518,-8.736442,-3.687071
26-Jul-2023 13:28:08.524,-0.454898,-9.313444,-1.881842
26-Jul-2023 13:28:08.604,-4.074931,-9.19134,-2.75812
26-Jul-2023 13:28:08.684,-1.000776,-6.799533,1.012747
26-Jul-2023 13:28:08.764,-2.521094,-14.128184,0.126893
26-Jul-2023 13:28:08.844,-0.493206,-9.804255,-1.197101
26-Jul-2023 13:28:08.924,1.443704,-8.774749,-1.726219
26-Jul-2023 13:28:09.004,-5.612009,-7.520187,-0.059855
26-Jul-2023 13:28:09.084,-5.894525,-10.240001,0.399832
26-Jul-2023 13:28:09.164,1.027112,-3.050213,-1.046266
26-Jul-2023 13:28:09.244,1.156399,-8.813056,-2.348712
26-Jul-2023 13:28:09.324,-0.758962,-9.325416,-1.805228
26-Jul-2023 13:28:09.404,-0.878672,-9.375694,-1.630451
26-Jul-2023 13:28:09.484,0.574608,-9.591172,-3.435679
26-Jul-2023 13:28:09.564,-0.943315,-10.429143,-1.944092
26-Jul-2023 13:28:09.644,-2.636016,-9.203311,-4.601655
26-Jul-2023 13:28:09.724,-1.144428,-6.890512,-0.387861
26-Jul-2023 13:28:09.804,-1.209072,-14.939818,-2.875436
26-Jul-2023 13:28:09.884,-2.375048,-7.596802,-2.0231
26-Jul-2023 13:28:09.964,-0.572214,-6.55293,-3.064578
26-Jul-2023 13:28:10.044,-0.653617,-8.856153,-1.61848
26-Jul-2023 13:28:10.124,-3.428497,-8.75799,-0.847547
26-Jul-2023 13:28:10.204,-3.708618,-8.379706,-4.321534
26-Jul-2023 13:28:10.284,3.37343,-16.407465,0.438139
26-Jul-2023 13:28:10.364,0.993594,-9.734824,-2.133234
26-Jul-2023 13:28:10.444,-2.195483,-9.296685,-2.959233
26-Jul-2023 13:28:10.524,0.816423,-8.779537,-0.984017
26-Jul-2023 13:28:10.604,-2.396596,-9.176975,-1.467646
26-Jul-2023 13:28:10.684,-1.781286,-9.299079,-2.15957
26-Jul-2023 13:28:10.764,-4.836287,-8.463503,-4.616021
26-Jul-2023 13:28:10.844,0.138864,-9.251195,-0.213084
26-Jul-2023 13:28:10.924,-1.793257,-12.691663,-4.050989
26-Jul-2023 13:28:11.004,-2.616863,-8.001422,0.857124
26-Jul-2023 13:28:11.084,-0.914585,-6.852205,-2.109292
26-Jul-2023 13:28:11.164,-2.516306,-7.319075,-0.830788
26-Jul-2023 13:28:11.244,-4.338294,-8.200141,-0.155623
26-Jul-2023 13:28:11.324,0.134075,-17.111359,-2.015918
26-Jul-2023 13:28:11.404,-0.361524,-10.539276,0.47884
26-Jul-2023 13:28:11.484,-1.233014,-7.489063,-2.631228
26-Jul-2023 13:28:11.564,0.260968,-9.471462,-1.132457
26-Jul-2023 13:28:11.644,0.174777,-9.519346,-1.654393
26-Jul-2023 13:28:11.724,2.37026,-9.018958,-5.003881
26-Jul-2023 13:28:11.804,-3.08852,-10.685322,-2.667141
26-Jul-2023 13:28:11.884,-0.873884,-9.172187,-1.39582
26-Jul-2023 13:28:11.964,-1.017536,-9.23683,1.640028
26-Jul-2023 13:28:12.044,-3.713407,-12.179304,1.414973
26-Jul-2023 13:28:12.124,-1.898602,-8.961497,-1.431733
26-Jul-2023 13:28:12.204,1.086968,-8.60955,-2.166753
26-Jul-2023 13:28:12.284,-5.774815,-8.935161,-0.816423
26-Jul-2023 13:28:12.364,-5.626374,-9.023746,-1.740585
26-Jul-2023 13:28:12.444,2.92332,-10.668563,-3.49314
26-Jul-2023 13:28:12.524,-0.864307,-10.967838,1.970428
26-Jul-2023 13:28:12.604,-0.744597,-5.190629,-1.980005
26-Jul-2023 13:28:12.684,-0.581791,-10.151415,-0.270545
26-Jul-2023 13:28:12.764,0.232238,-8.913613,-2.343924
26-Jul-2023 13:28:12.844,-0.658405,-10.014946,-4.029441
26-Jul-2023 13:28:12.924,-2.394202,-8.671799,-4.185065
26-Jul-2023 13:28:13.004,-2.499547,-10.582372,-2.243367
26-Jul-2023 13:28:13.084,1.747767,-11.659762,1.074997
26-Jul-2023 13:28:13.164,-4.237737,-8.753201,0.80924
26-Jul-2023 13:28:13.244,-2.810793,-8.444349,-0.672771
26-Jul-2023 13:28:13.324,-1.268927,-8.169016,-0.952892
26-Jul-2023 13:28:13.404,-8.461109,-8.863335,-4.663905
26-Jul-2023 13:28:13.484,-5.058948,-15.512033,1.673547
26-Jul-2023 13:28:13.564,-1.410185,-6.253655,-2.528277
26-Jul-2023 13:28:13.644,0.234632,-11.499351,-4.673482
26-Jul-2023 13:28:13.724,-1.970428,-9.68694,-3.303998
26-Jul-2023 13:28:13.804,-0.110133,-8.896853,-2.049437
26-Jul-2023 13:28:13.884,0.821211,-10.474632,-2.229002
26-Jul-2023 13:28:13.964,-2.607286,-7.953538,-3.13401
26-Jul-2023 13:28:14.044,-2.880225,-8.707711,-3.409343
26-Jul-2023 13:28:14.124,-0.830788,-8.365341,1.256956
26-Jul-2023 13:28:14.204,-3.356671,-12.91193,0.667982
26-Jul-2023 13:28:14.284,-2.717419,-8.161834,0.114922
26-Jul-2023 13:28:14.364,-0.052672,-8.41083,-1.340753
26-Jul-2023 13:28:14.444,-4.649539,-8.226477,-0.246603
26-Jul-2023 13:28:14.524,-5.662287,-7.941567,-2.193089
26-Jul-2023 13:28:14.604,2.782062,-7.199365,-0.955287
26-Jul-2023 13:28:14.684,0.670376,-10.579977,0.141258
26-Jul-2023 13:28:14.764,-2.23379,-7.096414,-1.484405
26-Jul-2023 13:28:14.844,-0.845153,-9.928755,-0.921768
26-Jul-2023 13:28:14.924,-1.015141,-8.839393,-1.405396
26-Jul-2023 13:28:15.004,0.696713,-10.177752,-3.864242
26-Jul-2023 13:28:15.084,-4.149151,-9.868899,-4.132392
26-Jul-2023 13:28:15.164,-2.420538,-9.181764,-3.991134
26-Jul-2023 13:28:15.244,2.092532,-10.132261,0.35913
26-Jul-2023 13:28:15.324,-4.479551,-10.431537,-1.261744
26-Jul-2023 13:28:15.404,-2.296039,-8.597578,-1.098939
26-Jul-2023 13:28:15.484,1.182736,-8.700529,-0.818817
26-Jul-2023 13:28:15.564,-8.523358,-11.262324,-5.540183
26-Jul-2023 13:28:15.644,-2.540248,-14.015656,1.369483
26-Jul-2023 13:28:15.724,-1.254562,-3.768473,1.58975
26-Jul-2023 13:28:15.804,-0.351948,-8.760384,-3.272874
26-Jul-2023 13:28:15.884,-0.268151,-10.115502,-2.126051
26-Jul-2023 13:28:15.964,1.029507,-10.002975,-1.92015
26-Jul-2023 13:28:16.044,0.878672,-9.734824,-2.346318
26-Jul-2023 13:28:16.124,-2.5187,-9.258378,-1.891419
26-Jul-2023 13:28:16.204,-2.571373,-8.377312,-2.935291
26-Jul-2023 13:28:16.284,-0.718261,-10.778696,1.541866
26-Jul-2023 13:28:16.364,-4.091691,-10.132261,-0.45011
26-Jul-2023 13:28:16.444,-2.619257,-9.303867,-1.769315
26-Jul-2023 13:28:16.524,0.675165,-9.734824,-2.707842
26-Jul-2023 13:28:16.604,-4.673482,-8.463503,-0.474052
26-Jul-2023 13:28:16.684,-4.132392,-8.444349,-1.340753
26-Jul-2023 13:28:16.764,1.975216,-7.893683,-1.060631
26-Jul-2023 13:28:16.844,0.131681,-10.213664,-1.132457
26-Jul-2023 13:28:16.924,-1.254562,-8.35337,-1.493982
26-Jul-2023 13:28:17.004,-0.440533,-8.738836,-0.232238
26-Jul-2023 13:28:17.084,-0.342371,-9.655815,-2.305616
26-Jul-2023 13:28:17.164,-0.177171,-9.313444,-2.925714
26-Jul-2023 13:28:17.244,-3.562572,-8.65025,-5.959168
26-Jul-2023 13:28:17.324,-0.701501,-8.937555,-0.600945
26-Jul-2023 13:28:17.404,-3.035848,-12.955026,-1.429338
26-Jul-2023 13:28:17.484,-2.082955,-8.5473,-1.556231
26-Jul-2023 13:28:17.564,1.355118,-8.882488,-1.941698
26-Jul-2023 13:28:17.644,-0.672771,-9.710882,0.790087
26-Jul-2023 13:28:17.724,-7.141904,-9.255983,-3.234566
26-Jul-2023 13:28:17.804,-1.616086,-15.667656,-1.647211
26-Jul-2023 13:28:17.884,-3.806781,-6.998251,0.069432
26-Jul-2023 13:28:17.964,-0.158017,-9.969456,-3.29921
26-Jul-2023 13:28:18.044,-0.122104,-10.01734,-2.691083
26-Jul-2023 13:28:18.124,1.070208,-10.101137,-1.836353
26-Jul-2023 13:28:18.204,1.814805,-9.239224,-3.215413
26-Jul-2023 13:28:18.284,-1.182736,-9.548077,-2.06859
26-Jul-2023 13:28:18.364,-2.293645,-10.13705,-3.035848
26-Jul-2023 13:28:18.444,-0.651223,-7.445967,0.459687
26-Jul-2023 13:28:18.524,-2.475605,-14.013263,-1.23062
26-Jul-2023 13:28:18.604,-1.233014,-8.190564,-0.713472
26-Jul-2023 13:28:18.684,-0.866701,-7.773973,-0.383072
26-Jul-2023 13:28:18.764,-1.151611,-8.901642,-0.73502
26-Jul-2023 13:28:18.844,-8.152257,-10.002975,-4.596867
26-Jul-2023 13:28:18.924,1.517924,-15.488091,-1.302446
26-Jul-2023 13:28:19.004,-1.146823,-11.08276,0.550666
26-Jul-2023 13:28:19.084,0.069432,-5.260061,-2.439692
26-Jul-2023 13:28:19.163,-1.235408,-9.725247,-0.481235
26-Jul-2023 13:28:19.244,0.105345,-9.069236,-2.391808
26-Jul-2023 13:28:19.324,-1.039083,-9.500193,-4.560954
26-Jul-2023 13:28:19.404,-2.686294,-8.918402,-3.782839
26-Jul-2023 13:28:19.484,-1.326388,-11.168951,-1.745373
26-Jul-2023 13:28:19.564,0.995988,-11.654974,0.452504
26-Jul-2023 13:28:19.644,-4.496311,-7.062895,1.501164
26-Jul-2023 13:28:19.724,-2.724602,-9.44752,-0.083797
26-Jul-2023 13:28:19.804,-1.80044,-8.580819,-1.412579
26-Jul-2023 13:28:19.884,-7.860164,-7.726089,-5.085284
26-Jul-2023 13:28:19.964,-7.192182,-16.546328,0.067038
26-Jul-2023 13:28:20.044,0.797269,-7.462727,-1.09415
26-Jul-2023 13:28:20.124,0.399832,-4.407725,-5.190629
26-Jul-2023 13:28:20.204,-1.539472,-11.949461,-2.094927
26-Jul-2023 13:28:20.284,0.114922,-8.336611,-2.487576
26-Jul-2023 13:28:20.364,-1.493982,-11.255142,-2.552219
26-Jul-2023 13:28:20.444,-2.152387,-8.731653,-2.202666
26-Jul-2023 13:28:20.524,-4.24492,-8.777143,-3.639187
26-Jul-2023 13:28:20.604,-2.53546,-7.876924,-0.960075
26-Jul-2023 13:28:20.684,-5.085284,-15.205575,-1.374272
26-Jul-2023 13:28:20.764,-3.368642,-8.001422,-0.727837
26-Jul-2023 13:28:20.844,-1.915361,-9.050082,-1.031901
26-Jul-2023 13:28:20.924,-3.864242,-7.465121,-1.029507
26-Jul-2023 13:28:21.004,-6.069301,-10.508151,-5.566519
26-Jul-2023 13:28:21.084,-2.377442,-16.318878,-1.580173
26-Jul-2023 13:28:21.164,-1.029507,-7.733272,-0.316035
26-Jul-2023 13:28:21.244,-0.54109,-4.443638,-4.836287
26-Jul-2023 13:28:21.324,-3.557784,-10.283096,-0.52433
26-Jul-2023 13:28:21.403,-0.730232,-7.793127,-2.121263
26-Jul-2023 13:28:21.484,0.682347,-9.064447,-2.466028
26-Jul-2023 13:28:21.564,-1.719037,-10.357317,-1.513135
26-Jul-2023 13:28:21.644,-2.930503,-11.815386,-4.060566
26-Jul-2023 13:28:21.724,-1.000776,-7.261614,-3.411737
26-Jul-2023 13:28:21.804,-1.103727,-7.843405,1.857901
26-Jul-2023 13:28:21.884,-2.679112,-12.526464,-0.423774
26-Jul-2023 13:28:21.964,-3.581726,-7.735666,-1.601721
26-Jul-2023 13:28:22.044,-0.679953,-9.902418,-1.714248
26-Jul-2023 13:28:22.124,1.525106,-8.559271,-0.169988
26-Jul-2023 13:28:22.204,-9.528923,-12.588713,-10.196905
26-Jul-2023 13:28:22.284,-2.676718,-12.957419,1.704672
26-Jul-2023 13:28:22.364,-3.04303,-3.921702,-0.533907
26-Jul-2023 13:28:22.444,1.881842,-8.283937,-4.007894
26-Jul-2023 13:28:22.524,-2.782062,-10.697293,-0.866701
26-Jul-2023 13:28:22.604,2.44448,-8.781932,-3.342306
26-Jul-2023 13:28:22.684,0.011971,-11.379641,-2.133234
26-Jul-2023 13:28:22.764,-1.156399,-8.116343,-3.70383
26-Jul-2023 13:28:22.844,-3.74932,-10.752359,-2.846706
26-Jul-2023 13:28:22.924,-1.398214,-6.727707,1.546654
26-Jul-2023 13:28:23.004,-3.469198,-12.665327,-0.442927
26-Jul-2023 13:28:23.084,-2.794033,-10.448297,-1.414973
26-Jul-2023 13:28:23.164,0.088585,-8.734048,-2.245761
26-Jul-2023 13:28:23.244,-4.912902,-8.003817,-2.53546
26-Jul-2023 13:28:23.324,-3.830723,-10.053253,-0.885855
26-Jul-2023 13:28:23.404,0.220267,-10.972627,-1.881842
26-Jul-2023 13:28:23.484,1.247379,-9.555259,0.031125
26-Jul-2023 13:28:23.564,-3.002329,-6.722919,-1.489193
26-Jul-2023 13:28:23.644,-0.181959,-9.461885,-1.419762
26-Jul-2023 13:28:23.724,-1.417367,-9.193734,-1.163582
26-Jul-2023 13:28:23.804,0.938527,-9.28232,-3.907337
26-Jul-2023 13:28:23.884,-1.924938,-10.251971,-3.58412
26-Jul-2023 13:28:23.964,-2.607286,-9.069236,-3.284845
26-Jul-2023 13:28:24.044,0.349553,-8.568848,0.916979
26-Jul-2023 13:28:24.124,-4.821922,-12.105083,-0.684742
26-Jul-2023 13:28:24.204,-2.537854,-9.033323,-1.438915
26-Jul-2023 13:28:24.284,-0.629675,-9.519346,-2.418144
26-Jul-2023 13:28:24.364,-3.502717,-8.99741,-0.258574
26-Jul-2023 13:28:24.444,-7.086837,-8.259995,-4.91769
26-Jul-2023 13:28:24.524,4.680665,-11.135432,-0.248997
26-Jul-2023 13:28:24.604,-4.508282,-14.856022,-1.47004
26-Jul-2023 13:28:24.684,-0.823605,-8.310274,-1.383849
26-Jul-2023 13:28:24.764,-0.775721,-9.562442,0.002394
26-Jul-2023 13:28:24.844,0.146046,-8.389283,-3.682282
26-Jul-2023 13:28:24.924,1.841141,-10.752359,-2.439692
26-Jul-2023 13:28:25.004,-3.842694,-9.545682,-3.471592
26-Jul-2023 13:28:25.084,-1.266533,-7.170634,0.567426
26-Jul-2023 13:28:25.164,-2.975993,-15.152903,-3.744531
26-Jul-2023 13:28:25.244,-1.170765,-9.643845,-0.581791
26-Jul-2023 13:28:25.324,-1.201889,-7.529764,-1.192312
26-Jul-2023 13:28:25.404,-2.566584,-7.814674,-0.857124
26-Jul-2023 13:28:25.484,-4.893748,-7.381324,-1.194707
26-Jul-2023 13:28:25.564,3.260903,-9.528923,3.32794
26-Jul-2023 13:28:25.644,1.163582,-12.65575,-2.281674
26-Jul-2023 13:28:25.724,-0.778116,-9.528923,-3.861847
26-Jul-2023 13:28:25.804,-0.25618,-7.864953,-2.327164
26-Jul-2023 13:28:25.884,0.545878,-12.148179,-1.910573
26-Jul-2023 13:28:25.964,0.069432,-8.264784,-2.971204
26-Jul-2023 13:28:26.044,0.349553,-11.190498,-1.436521
26-Jul-2023 13:28:26.124,-3.002329,-8.588001,-4.106056
26-Jul-2023 13:28:26.204,-1.522712,-10.788273,-2.791639
26-Jul-2023 13:28:26.284,-1.338359,-7.113173,2.516306
26-Jul-2023 13:28:26.364,-6.833052,-12.318168,0.052672
26-Jul-2023 13:28:26.444,-3.078943,-9.358934,-1.872266
26-Jul-2023 13:28:26.524,-0.507571,-10.184934,-0.76375
26-Jul-2023 13:28:26.604,-0.457293,-8.020576,-0.691924
26-Jul-2023 13:28:26.684,-5.861006,-8.995016,-1.790863
26-Jul-2023 13:28:26.764,-6.675035,-10.42196,0.141258
26-Jul-2023 13:28:26.844,0.035913,-4.15394,-0.962469
